X1,X2,S2,S2_conf
AL1,G2,0.026003531805631,0.01380473555191
AL1,OG2,0.025995350819414,0.013804735912048
AL1,OD2,0.025993663758976,0.013804925696768
AL1,OF2,0.026225013480332,0.013689617294563
AL1,OT2,0.026011682749253,0.013812482171835
AL1,P2,0.025994772059633,0.013804834188101
AL1,PT2,0.025994706871775,0.013804665018738
AL1,S2,0.025790972308147,0.013857792488211
AL1,V2,0.025937201622715,0.013813613842638
AL1,GR,0.024844862018056,0.013733720285295
AL1,EP,0.025940112809174,0.013767819856325
AL2,C2,-7.64906508517693E-05,0.000574645115849
AL2,CO2,-7.48731602715153E-05,0.000574397648047
AL2,CU2,-7.48729728431294E-05,0.000574419355365
AL2,D2,-7.48041518991337E-05,0.000574426509373
AL2,G2,-7.37091142186312E-05,0.000573942201721
AL2,OG2,-7.48146458924957E-05,0.000574417875116
AL2,OD2,-7.47511926025711E-05,0.000574412198122
AL2,OF2,-7.58124349993795E-05,0.000574612066435
AL2,OT2,-7.57481483381259E-05,0.000574517994247
AL2,P2,-7.4814294657382E-05,0.000574418683372
AL2,PT2,-7.48881156777309E-05,0.000574436594552
AL2,S2,-7.53409647518883E-05,0.000574452801847
AL2,V2,-7.63497085974351E-05,0.000574894854693
AL2,GR,-9.47210231919335E-05,0.000597152464687
AL2,EP,-8.35381520505895E-05,0.000578090443528
AL3,C3,-0.000500569972497,0.018376082935095
AL3,CO3,-0.000589617361204,0.018325076390164
AL3,CU3,-0.000611546975834,0.01840057809935
AL3,D3,-0.000603956673261,0.018373710194153
AL3,G3,-8.10584641045725E-06,0.018418941007132
AL3,OG3,-0.000622690413892,0.018380899254952
AL3,OD3,-0.000581108455332,0.018383621171054
AL3,OF3,-0.000488011068001,0.018394349337522
AL3,OT3,-0.000448607502012,0.018391915575211
AL3,P3,-0.000643134156245,0.01838728596623
AL3,PT3,-0.000610609061118,0.018384524650611
AL3,S3,-0.000608052124001,0.018373032184872
AL3,V3,-0.001438857317034,0.018390236355742
AL3,SW,0.002764407377696,0.019215659000612
AL3,A2,-0.000572814090425,0.018381175893958
AL3,AL2,-0.000347609697249,0.018420898840471
AL3,C2,-0.000551651733186,0.018394579587921
AL3,CO2,-0.000772492607639,0.018400733660262
AL3,CU2,-0.000611609243279,0.018382588819821
AL3,D2,-0.000602059568871,0.018382199137805
AL3,G2,-0.000605167496986,0.018398980793313
AL3,OG2,-0.000611064974449,0.018382513215995
AL3,OD2,-0.000487477187845,0.018345300531024
AL3,OF2,-0.000382998238983,0.018402220155481
AL3,OT2,-0.000595199371806,0.018400361522508
AL3,P2,-0.000562498506196,0.018401478766791
AL3,PT2,-0.000610958844338,0.018383016802791
AL3,S2,-0.000642626253772,0.018386781203612
AL3,V2,-0.000627500720639,0.018380765392481
AL3,GR,0.000973940036042,0.018598678346172
AL3,EP,-0.000498875393264,0.018466125228498
C1,CO1,-0.000347900725692,0.000340985009525
C1,CU1,-0.000349172324961,0.000340810239334
C1,D1,-0.000349765808111,0.000340879543879
C1,G1,-0.000346237458342,0.000341065792704
C1,OG1,-0.000348793255675,0.00034106246513
C1,OD1,-0.000350847678595,0.000341400367136
C1,OF1,-0.000351056455377,0.000340723231631
C1,OT1,-0.000351020633767,0.000340972678339
C1,P1,-0.000349510168196,0.000340960411186
C1,PT1,-0.00034989210853,0.000341118810103
C1,S1,-0.000349055056838,0.000340858596402
C1,V1,-0.000346918421162,0.000347027556856
C1,A3,-0.000366281258616,0.000346481786676
C1,AL3,-0.000334531132905,0.000349490215201
C1,C3,-0.000328182111863,0.000341021261407
C1,CO3,-0.000345274888799,0.000340705444135
C1,CU3,-0.000349940082353,0.000340899160006
C1,D3,-0.000349336098931,0.00034097260115
C1,G3,-0.000347096452474,0.000341337441907
C1,OG3,-0.000350577690322,0.000341143027583
C1,OD3,-0.000348287522429,0.000341203958586
C1,OF3,-0.000348395431833,0.000340449096467
C1,OT3,-0.000350570845684,0.000339168407822
C1,P3,-0.000350183067688,0.000340860380579
C1,PT3,-0.000349441576073,0.000340970204979
C1,S3,-0.000349801711433,0.000340835314833
C1,V3,-0.000374558795119,0.000341384023934
C1,SW,-0.000297117114996,0.000329579808238
C1,A2,-0.000349876865438,0.000341065400659
C1,AL2,-0.000352759591334,0.000340689369661
C1,C2,-0.000349927922596,0.000340884998134
C1,CO2,-0.000349774145145,0.000340883627664
C1,CU2,-0.00034981659237,0.000340876370837
C1,D2,-0.000349808580214,0.000340879263625
C1,G2,-0.00034968443145,0.000340823214882
C1,OG2,-0.000349817599989,0.000340877954903
C1,OD2,-0.000349811905178,0.000340884112739
C1,OF2,-0.00034999031549,0.000340865108015
C1,OT2,-0.000348927670476,0.00034118502752
C1,P2,-0.000349807592734,0.000340879923935
C1,PT2,-0.000349821759985,0.00034088141053
C1,S2,-0.000349751566783,0.00034087301345
C1,V2,-0.000349000760439,0.000340993195159
C1,GR,-0.000355727463701,0.000344001483623
C1,EP,-0.000346460099559,0.000340933503836
C2,CO2,9.77381275553923E-05,0.000143584532773
C2,CU2,9.77410634240978E-05,0.000143582028224
C2,D2,9.77387239797737E-05,0.000143581376062
C2,G2,9.76527763440465E-05,0.000143524849516
C2,OG2,9.77485386185891E-05,0.000143585804987
C2,OD2,9.7739415852158E-05,0.000143581779001
C2,OF2,9.77320872440879E-05,0.000143578183769
C2,OT2,9.75120254209682E-05,0.000143486089321
C2,P2,9.77247213916242E-05,0.000143576082281
C2,PT2,9.77317464754646E-05,0.000143579592872
C2,S2,9.77883046572002E-05,0.000143581006846
C2,V2,9.75150295449295E-05,0.000143459634535
C2,GR,9.72358519857747E-05,0.000143305817676
C2,EP,9.987578059234E-05,0.000144473797796
C3,CO3,-6.04965417698909E-05,0.000415226250634
C3,CU3,-6.8070978661297E-05,0.000418477659584
C3,D3,-6.76195246724019E-05,0.000418470540328
C3,G3,-6.99530441090141E-05,0.000422161215955
C3,OG3,-6.85568361557827E-05,0.000418988492088
C3,OD3,-6.62992889932936E-05,0.000417320478744
C3,OF3,-6.49740248713336E-05,0.000419535970925
C3,OT3,-6.82295410955942E-05,0.000420422200677
C3,P3,-6.77992485632134E-05,0.000418390147599
C3,PT3,-6.88258212985035E-05,0.00041982534769
C3,S3,-6.7400961421184E-05,0.000418623973902
C3,V3,-0.000102005469415,0.000438905422477
C3,SW,-2.3705825343296E-05,0.000418835176659
C3,A2,-6.78540019181537E-05,0.000418489121854
C3,AL2,-6.87466791129263E-05,0.000418448044068
C3,C2,-6.7390962148686E-05,0.000418509156366
C3,CO2,-6.76481024628935E-05,0.000418498990662
C3,CU2,-6.7683973046599E-05,0.000418468343154
C3,D2,-6.76544445402165E-05,0.000418451709182
C3,G2,-6.70428071980809E-05,0.000418450590635
C3,OG2,-6.76632851358978E-05,0.000418454592785
C3,OD2,-6.76490027639519E-05,0.000418445266097
C3,OF2,-6.78724762527732E-05,0.000418527998602
C3,OT2,-6.84966020647885E-05,0.000419247789683
C3,P2,-6.7703697538464E-05,0.000418472628589
C3,PT2,-6.76703875121592E-05,0.000418447189665
C3,S2,-6.76236495477454E-05,0.000418473469932
C3,V2,-6.78360672594617E-05,0.000418386095483
C3,GR,-8.74599181475005E-05,0.000449984915104
C3,EP,-6.93028897375186E-05,0.000418916101119
CO1,CU1,1.0082279170754E-05,0.000536844868345
CO1,D1,1.54761392962252E-05,0.000536940784944
CO1,G1,1.41766812573776E-06,0.000537198528208
CO1,OG1,1.51224444445371E-05,0.000536688340895
CO1,OD1,1.43599365400292E-05,0.000538143601955
CO1,OF1,1.05806359865281E-05,0.000536033722121
CO1,OT1,2.6416844405019E-05,0.000537463126005
CO1,P1,1.20100078216142E-05,0.00053595841404
CO1,PT1,1.55883144029822E-05,0.000537246350397
CO1,S1,1.64496436143744E-05,0.000536998125704
CO1,V1,-5.33095288175745E-06,0.000533252730308
CO1,A3,1.42926550350353E-05,0.000536720851802
CO1,AL3,0.000340877369891,0.000580477537806
CO1,C3,1.18507792807505E-05,0.000537285393223
CO1,CO3,0.000208570115683,0.00053813869762
CO1,CU3,1.4859182183964E-05,0.000536683682224
CO1,D3,1.21672847808737E-05,0.000535930203507
CO1,G3,1.56329077105926E-05,0.000544664799868
CO1,OG3,1.50454311512527E-05,0.000537469614113
CO1,OD3,1.34058520471157E-05,0.00053643246586
CO1,OF3,1.45054440330057E-05,0.000534438790467
CO1,OT3,2.38834323262864E-05,0.0005364670415
CO1,P3,1.3301416272608E-05,0.000536641082689
CO1,PT3,1.46616157793222E-05,0.000536703036131
CO1,S3,1.5039378423395E-05,0.000537071866899
CO1,V3,-1.67311822418664E-05,0.000530752354682
CO1,SW,4.09599959401777E-06,0.000546333321966
CO1,A2,1.40053297111377E-05,0.000536924469601
CO1,AL2,1.66861255392737E-05,0.000537740013185
CO1,C2,1.45210771130661E-05,0.000536832424125
CO1,CO2,1.41553007068189E-05,0.000536622771566
CO1,CU2,1.42959679721445E-05,0.000536752668236
CO1,D2,1.43020658726268E-05,0.000536762721665
CO1,G2,1.44494158474329E-05,0.000536704064258
CO1,OG2,1.62504286225765E-05,0.000537135580157
CO1,OD2,1.42635825196865E-05,0.00053675582105
CO1,OF2,1.65975339695419E-05,0.000537821938111
CO1,OT2,1.13989790503382E-05,0.000535806393922
CO1,P2,1.42938325631047E-05,0.000536758753826
CO1,PT2,1.43072278137238E-05,0.00053676614371
CO1,S2,2.04794870480539E-05,0.000538388613593
CO1,V2,1.22622836627668E-05,0.000536658483983
CO1,GR,6.5796462876716E-05,0.00054302330785
CO1,EP,2.07491814286409E-05,0.000535686410757
CO2,CU2,0.000120275930851,0.000125565659619
CO2,D2,0.000120267694203,0.000125558724447
CO2,G2,0.000120313586285,0.000125554606618
CO2,OG2,0.000120335350979,0.000125570341079
CO2,OD2,0.000120280770851,0.000125566267933
CO2,OF2,0.000120287792665,0.00012556774601
CO2,OT2,0.000120739682565,0.000125969205212
CO2,P2,0.000120281104446,0.000125572423215
CO2,PT2,0.000120261730254,0.000125548789834
CO2,S2,0.000120134277238,0.000125615372723
CO2,V2,0.000121727690306,0.000126816652227
CO2,GR,0.000142817306093,0.000149366746689
CO2,EP,0.000114766316843,0.000121250180798
CO3,CU3,-0.000151900565726,0.000620256243533
CO3,D3,-0.000149891907864,0.000620579657729
CO3,G3,-0.000141271173371,0.000620518044949
CO3,OG3,-0.000149480894942,0.000620501629302
CO3,OD3,-0.000151250979219,0.000620699230376
CO3,OF3,-0.000147442997408,0.000620012695495
CO3,OT3,-0.000149627654234,0.000619736226971
CO3,P3,-0.000142071519014,0.000621378030147
CO3,PT3,-0.000149489195983,0.000620955572133
CO3,S3,-0.000149766480344,0.000620714957675
CO3,V3,-0.000158975647776,0.000617768212219
CO3,SW,-0.000119052456515,0.000617363749484
CO3,A2,-0.000148286210044,0.000620369689209
CO3,AL2,-0.000159445030259,0.000621184418203
CO3,C2,-0.000149234001478,0.000620732261823
CO3,CO2,-0.000154334337357,0.000620747490946
CO3,CU2,-0.000149672169447,0.000620697822024
CO3,D2,-0.000149727248577,0.000620722484681
CO3,G2,-0.000150308636086,0.000620550522993
CO3,OG2,-0.000148544853121,0.000620122316727
CO3,OD2,-0.000149269516159,0.000620691496169
CO3,OF2,-0.000147244202387,0.00062049780726
CO3,OT2,-0.000149957573167,0.00062028236857
CO3,P2,-0.000149722783235,0.000620684391361
CO3,PT2,-0.000149730721372,0.000620711063635
CO3,S2,-0.000146086475446,0.00061971765657
CO3,V2,-0.00014951731237,0.000620733413385
CO3,GR,-6.56520421713838E-05,0.000605555647772
CO3,EP,-0.000145790830298,0.000623845355062
CU1,D1,4.55023755350068E-05,0.000143383107379
CU1,G1,4.58157262507573E-05,0.000143058099488
CU1,OG1,4.56235938253321E-05,0.000143527992412
CU1,OD1,4.56275784927556E-05,0.000143531424009
CU1,OF1,4.51645477219235E-05,0.000143372850669
CU1,OT1,4.55568128957203E-05,0.000143382341336
CU1,P1,4.54368508621144E-05,0.000143326800342
CU1,PT1,4.56777237895254E-05,0.000143398543901
CU1,S1,4.62067900152336E-05,0.000143390325847
CU1,V1,4.54200193955798E-05,0.000146928532585
CU1,A3,4.57346703525716E-05,0.000143249910952
CU1,AL3,4.87910642721356E-05,0.000160284508056
CU1,C3,4.54627985057608E-05,0.000143460494824
CU1,CO3,4.45994969513296E-05,0.000142908084083
CU1,CU3,4.58791000503963E-05,0.000143362755156
CU1,D3,4.54187693092244E-05,0.000143228796297
CU1,G3,4.5456841820661E-05,0.000143526594237
CU1,OG3,4.56729823125234E-05,0.000143473394293
CU1,OD3,4.56308913714243E-05,0.00014342778337
CU1,OF3,4.58149524426474E-05,0.000143265378322
CU1,OT3,4.55716743658318E-05,0.000142885038285
CU1,P3,4.49622044374967E-05,0.000143491451451
CU1,PT3,4.55808965283478E-05,0.000143386276273
CU1,S3,4.56799878049333E-05,0.000143409153328
CU1,V3,4.36016379875837E-05,0.000140799589833
CU1,SW,3.76729597316647E-05,0.000143019316587
CU1,A2,4.54844714045887E-05,0.00014333042688
CU1,AL2,4.49180467408535E-05,0.000143467696269
CU1,C2,4.53810485434732E-05,0.000143442317027
CU1,CO2,4.48909805036403E-05,0.000143384096098
CU1,CU2,4.563348938488E-05,0.000143379975194
CU1,D2,4.56006715329315E-05,0.000143393560808
CU1,G2,4.56460916377054E-05,0.000143336002896
CU1,OG2,4.6199254399711E-05,0.000143343581938
CU1,OD2,4.56368923808012E-05,0.000143376846729
CU1,OF2,4.48385004381758E-05,0.00014316709347
CU1,OT2,4.53617760471741E-05,0.000143213761416
CU1,P2,4.56619189266187E-05,0.000143376687325
CU1,PT2,4.56393191526024E-05,0.000143386831228
CU1,S2,4.57837091805129E-05,0.000143319764624
CU1,V2,4.52159464112414E-05,0.000143185116157
CU1,GR,4.17372332234545E-05,0.000142281516874
CU1,EP,4.58185472243679E-05,0.000143576112694
CU2,D2,5.04288862047565E-05,8.37671153914174E-05
CU2,G2,5.04288662888564E-05,8.37663117131091E-05
CU2,OG2,5.04286050598074E-05,8.3767139401251E-05
CU2,OD2,5.04286933150382E-05,8.37670883027097E-05
CU2,OF2,5.04123451469876E-05,8.37603461499156E-05
CU2,OT2,5.04279054182772E-05,8.37657242391866E-05
CU2,P2,5.04299209891718E-05,8.37669882971011E-05
CU2,PT2,5.04293441703674E-05,8.37670320227701E-05
CU2,S2,5.04311307013415E-05,8.37663495191139E-05
CU2,V2,5.042509989901E-05,8.37653804520953E-05
CU2,GR,5.04704461423422E-05,8.37608549438859E-05
CU2,EP,5.0428654378379E-05,8.37685186645618E-05
CU3,D3,4.7295323681436E-05,0.00014688117143
CU3,G3,4.67146108575742E-05,0.000146259288048
CU3,OG3,4.75775105670084E-05,0.000146757420696
CU3,OD3,4.76346967811404E-05,0.000146901229751
CU3,OF3,4.72555324285668E-05,0.000146911236242
CU3,OT3,4.57700733008032E-05,0.000147233110839
CU3,P3,4.79883065327381E-05,0.000146689066098
CU3,PT3,4.74809015561715E-05,0.000146877047219
CU3,S3,4.70777693052301E-05,0.000146843149394
CU3,V3,4.71828258667428E-05,0.000151574992025
CU3,SW,-4.94048444882357E-05,0.000240394079414
CU3,A2,4.73055212852901E-05,0.000146824446165
CU3,AL2,4.76141805712393E-05,0.000146890614041
CU3,C2,4.72972507857858E-05,0.000146801767904
CU3,CO2,4.81006117934253E-05,0.000146952741962
CU3,CU2,4.72882202061126E-05,0.000146809596024
CU3,D2,4.72913204403721E-05,0.000146808085295
CU3,G2,4.7252030122265E-05,0.000146798198156
CU3,OG2,4.7767287654454E-05,0.000146680003362
CU3,OD2,4.70507945535214E-05,0.000146813614439
CU3,OF2,4.79978251975312E-05,0.000147070475686
CU3,OT2,4.72846408043777E-05,0.000146832449166
CU3,P2,4.73527972485545E-05,0.000146817199768
CU3,PT2,4.72933077961415E-05,0.000146808790669
CU3,S2,4.73671366282264E-05,0.000146792702386
CU3,V2,4.75080398985862E-05,0.000146794240452
CU3,GR,5.94042471539005E-05,0.00015150921843
CU3,EP,4.91898955905123E-05,0.000146390965443
D1,G1,0.000336126658812,0.000374518685642
D1,OG1,0.000336102801662,0.000374496976896
D1,OD1,0.000337081842418,0.000374720682588
D1,OF1,0.000336275627256,0.000374505845052
D1,OT1,0.000339878847761,0.000375469914903
D1,P1,0.000336225390173,0.000374510211095
D1,PT1,0.000336001509751,0.00037447584179
D1,S1,0.000336311022335,0.00037454798862
D1,V1,0.000327022690064,0.000372751752747
D1,A3,0.000335885941642,0.000374678809489
D1,AL3,0.000393766531531,0.000405253822311
D1,C3,0.000335987538084,0.000374484449779
D1,CO3,0.000333268251911,0.000373799942877
D1,CU3,0.000336348959753,0.000374550268911
D1,D3,0.000336226366583,0.000374496502002
D1,G3,0.000336611143347,0.000374530022227
D1,OG3,0.000335483412923,0.000374322213779
D1,OD3,0.000335915073644,0.000374432955805
D1,OF3,0.000336242161885,0.000374510605127
D1,OT3,0.000337913687802,0.00037494365263
D1,P3,0.000336112300423,0.000374489756604
D1,PT3,0.000336014435645,0.000374472429977
D1,S3,0.000336093967665,0.000374458260493
D1,V3,0.000327981696511,0.000372463403458
D1,SW,0.000335893354588,0.000375144779183
D1,A2,0.000336131481737,0.000374490687372
D1,AL2,0.000336262457858,0.000374496653526
D1,C2,0.000336130181375,0.000374490897823
D1,CO2,0.00033615668071,0.000374489156513
D1,CU2,0.000336136774932,0.000374491311745
D1,D2,0.000336135063931,0.000374490586474
D1,G2,0.000336132784008,0.000374495113577
D1,OG2,0.000336129113287,0.000374488846196
D1,OD2,0.000336141181289,0.000374495449428
D1,OF2,0.000336094374011,0.000374493344966
D1,OT2,0.000336599663358,0.000374608551479
D1,P2,0.000336136714191,0.000374491400577
D1,PT2,0.00033613593625,0.000374490182203
D1,S2,0.000336141481754,0.000374492222711
D1,V2,0.000336188952049,0.000374504563437
D1,GR,0.000311643713751,0.000371543082222
D1,EP,0.00033619099057,0.000374479475609
D2,G2,9.84422070424152E-05,0.000121213306101
D2,OG2,9.8468762444667E-05,0.000121260289507
D2,OD2,9.8462983436671E-05,0.00012125035195
D2,OF2,9.84691335655497E-05,0.000121260699259
D2,OT2,9.87301918613446E-05,0.000121684507839
D2,P2,9.84687318184474E-05,0.000121259889053
D2,PT2,9.84731376886601E-05,0.000121267359709
D2,S2,9.84647451266544E-05,0.000121259758098
D2,V2,9.90443402289456E-05,0.000122210846489
D2,GR,8.31801980793884E-05,9.90202954648121E-05
D2,EP,9.85453035599477E-05,0.000121388370566
D3,G3,4.76426748212468E-05,0.000100671490369
D3,OG3,3.95257378785193E-05,0.000105689055384
D3,OD3,4.07745118663526E-05,0.000106335184002
D3,OF3,4.19306584491789E-05,0.000103629096109
D3,OT3,3.61002570030321E-05,0.000107685491144
D3,P3,3.98500097192684E-05,0.000105498567311
D3,PT3,4.01151966718173E-05,0.000106083656602
D3,S3,3.84501827521924E-05,0.000106077562964
D3,V3,9.33473052081718E-06,0.000111962756307
D3,SW,-4.84314575152807E-05,0.000157674328757
D3,A2,3.8247069874778E-05,0.000106314624214
D3,AL2,3.94880432872188E-05,0.000105386972588
D3,C2,3.98323610638461E-05,0.0001054391718
D3,CO2,3.94829942484324E-05,0.000105137565464
D3,CU2,3.97975309998576E-05,0.000105472575667
D3,D2,3.98119150785058E-05,0.000105455836832
D3,G2,3.95018145915174E-05,0.000105650034117
D3,OG2,3.98190475784864E-05,0.000105475158998
D3,OD2,3.97904812240357E-05,0.000105489001994
D3,OF2,3.98354279878809E-05,0.000105447647625
D3,OT2,3.82274737338008E-05,0.000106845901984
D3,P2,3.98193674372427E-05,0.000105478466377
D3,PT2,3.98553762577714E-05,0.000105391513057
D3,S2,3.97849701108758E-05,0.00010546738821
D3,V2,3.97800189471823E-05,0.000105452913437
D3,GR,6.12130931306534E-05,0.000105683940569
D3,EP,4.32773540598435E-05,0.000104861017447
G1,OG1,0.000306842730222,0.000861047877699
G1,OD1,0.000306804813341,0.000859175452173
G1,OF1,0.000308443375871,0.000860425916225
G1,OT1,0.00030682867153,0.000860818147133
G1,P1,0.000307473180763,0.000860224103836
G1,PT1,0.000306728644311,0.000860291761922
G1,S1,0.000307659109997,0.000860264517778
G1,V1,0.000320646511898,0.000870734304078
G1,A3,0.000342729490314,0.000853593834059
G1,AL3,0.000417233944821,0.000769036316261
G1,C3,0.000313398034502,0.000859194729936
G1,CO3,0.000308416819833,0.00085737819766
G1,CU3,0.000307004613685,0.000860008282498
G1,D3,0.000307455241046,0.000860238821172
G1,G3,0.000571211533918,0.000848037749439
G1,OG3,0.000307420892403,0.000859920203084
G1,OD3,0.000308849644182,0.000860905645895
G1,OF3,0.000309010582699,0.000860198610257
G1,OT3,0.000301072682109,0.00085737224155
G1,P3,0.000312306720357,0.000860726134933
G1,PT3,0.000305167045947,0.000859402113284
G1,S3,0.000308469462372,0.000860346434768
G1,V3,0.000318297723187,0.000845538520888
G1,SW,0.000438203749244,0.000846191704842
G1,A2,0.000308149536923,0.000860477692707
G1,AL2,0.000307360830556,0.000860371015177
G1,C2,0.000307028157616,0.000860254822432
G1,CO2,0.000316147521257,0.000861276850602
G1,CU2,0.00030747969303,0.000860225356139
G1,D2,0.000307474006426,0.000860226990633
G1,G2,0.000306285191919,0.000860437323604
G1,OG2,0.000307517514045,0.000860196692043
G1,OD2,0.000307460471735,0.000860231023747
G1,OF2,0.000307590725774,0.000860171861405
G1,OT2,0.000306497588267,0.000860568937503
G1,P2,0.000307522539911,0.000860227391511
G1,PT2,0.000307193994927,0.000860228267299
G1,S2,0.000307488536787,0.000860225827843
G1,V2,0.000307382543351,0.000859713295243
G1,GR,0.000277339789523,0.000890938460173
G1,EP,0.000309777425027,0.000860030905922
